Gap_ID,Gap_Type,Start,End,Duration_Seconds,Previous_Segment_ID,Next_Segment_ID,Machine_Disposition,Human_Classification,Reviewer_A,Reviewer_B,Adjudication,Review_Status
G-0001,Lead,00:00:00.000,00:00:01.060,1.060,,S-0001,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0368,Internal,00:20:45.340,00:20:45.820,0.480,S-0446,S-0447,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0369,Internal,00:20:47.780,00:20:47.940,0.160,S-0447,S-0448,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0370,Internal,00:20:51.000,00:20:51.080,0.080,S-0449,S-0450,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0371,Internal,00:20:53.100,00:20:53.520,0.420,S-0450,S-0451,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0372,Internal,00:20:54.520,00:20:54.760,0.240,S-0451,S-0452,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0373,Internal,00:20:55.880,00:20:55.920,0.040,S-0452,S-0453,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0374,Internal,00:20:57.160,00:20:59.190,2.030,S-0453,S-0454,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0375,Internal,00:21:04.570,00:21:04.830,0.260,S-0455,S-0456,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0376,Internal,00:21:06.010,00:21:06.070,0.060,S-0456,S-0457,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0377,Internal,00:21:07.850,00:21:08.350,0.500,S-0457,S-0458,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0378,Internal,00:21:10.410,00:21:10.670,0.260,S-0458,S-0459,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0379,Internal,00:21:12.210,00:21:12.550,0.340,S-0459,S-0460,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0380,Internal,00:21:13.830,00:21:14.470,0.640,S-0460,S-0461,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0381,Internal,00:21:16.230,00:21:16.950,0.720,S-0461,S-0462,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0382,Internal,00:21:20.710,00:21:20.950,0.240,S-0464,S-0465,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0383,Internal,00:21:23.390,00:21:23.490,0.100,S-0465,S-0466,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0384,Internal,00:21:24.970,00:21:25.430,0.460,S-0466,S-0467,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0385,Internal,00:21:32.170,00:21:32.250,0.080,S-0468,S-0469,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0386,Internal,00:21:33.670,00:21:33.930,0.260,S-0469,S-0470,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0387,Internal,00:21:35.430,00:21:35.590,0.160,S-0470,S-0471,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0388,Internal,00:21:40.170,00:21:40.230,0.060,S-0471,S-0472,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0389,Internal,00:21:41.090,00:21:41.390,0.300,S-0472,S-0473,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0390,Internal,00:21:42.010,00:21:42.130,0.120,S-0473,S-0474,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0391,Internal,00:21:43.550,00:21:44.490,0.940,S-0474,S-0475,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0392,Internal,00:21:48.870,00:21:49.580,0.710,S-0476,S-0477,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0393,Internal,00:21:49.760,00:21:50.400,0.640,S-0477,S-0478,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0394,Internal,00:21:52.580,00:21:53.980,1.400,S-0478,S-0479,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0395,Internal,00:21:56.240,00:21:56.320,0.080,S-0479,S-0480,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0396,Internal,00:21:57.100,00:21:57.260,0.160,S-0480,S-0481,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0397,Internal,00:21:58.380,00:21:59.040,0.660,S-0481,S-0482,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0398,Internal,00:22:01.840,00:22:02.320,0.480,S-0482,S-0483,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0399,Internal,00:22:04.520,00:22:05.390,0.870,S-0483,S-0484,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0400,Internal,00:22:07.510,00:22:07.590,0.080,S-0484,S-0485,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0401,Internal,00:22:08.530,00:22:08.610,0.080,S-0485,S-0486,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0402,Internal,00:22:09.610,00:22:10.670,1.060,S-0486,S-0487,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0403,Internal,00:22:17.250,00:22:17.450,0.200,S-0488,S-0489,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0404,Internal,00:22:18.010,00:22:18.450,0.440,S-0489,S-0490,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0405,Internal,00:22:19.550,00:22:19.710,0.160,S-0490,S-0491,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0406,Internal,00:22:23.770,00:22:24.190,0.420,S-0491,S-0492,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0407,Internal,00:22:25.350,00:22:25.810,0.460,S-0492,S-0493,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0408,Internal,00:22:28.190,00:22:28.450,0.260,S-0493,S-0494,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0409,Internal,00:22:31.230,00:22:31.310,0.080,S-0494,S-0495,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0410,Internal,00:22:32.450,00:22:32.950,0.500,S-0495,S-0496,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0411,Internal,00:22:37.370,00:22:38.190,0.820,S-0497,S-0498,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0412,Internal,00:22:40.270,00:22:40.330,0.060,S-0498,S-0499,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0413,Internal,00:22:42.040,00:22:42.100,0.060,S-0499,S-0500,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0414,Internal,00:22:46.140,00:22:46.540,0.400,S-0501,S-0502,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0415,Internal,00:22:47.560,00:22:48.180,0.620,S-0502,S-0503,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0416,Internal,00:22:52.800,00:22:53.120,0.320,S-0504,S-0505,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0417,Internal,00:22:59.800,00:23:00.100,0.300,S-0506,S-0507,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0418,Internal,00:23:03.800,00:23:05.700,1.900,S-0508,S-0509,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0419,Internal,00:23:07.620,00:23:08.910,1.290,S-0509,S-0510,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0420,Internal,00:23:09.790,00:23:11.280,1.490,S-0510,S-0511,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0421,Internal,00:23:14.800,00:23:15.060,0.260,S-0512,S-0513,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0422,Internal,00:23:15.480,00:23:16.450,0.970,S-0513,S-0514,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0423,Internal,00:23:17.850,00:23:17.930,0.080,S-0514,S-0515,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0424,Internal,00:23:18.110,00:23:18.250,0.140,S-0515,S-0516,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0425,Internal,00:23:19.250,00:23:19.570,0.320,S-0516,S-0517,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0426,Internal,00:23:22.670,00:23:22.930,0.260,S-0517,S-0518,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0427,Internal,00:23:25.940,00:23:26.220,0.280,S-0518,S-0519,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0428,Internal,00:23:28.240,00:23:28.700,0.460,S-0519,S-0520,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0429,Internal,00:23:31.420,00:23:31.540,0.120,S-0520,S-0521,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0430,Internal,00:23:34.490,00:23:34.730,0.240,S-0522,S-0523,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0431,Internal,00:23:36.670,00:23:36.770,0.100,S-0523,S-0524,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0432,Internal,00:23:38.010,00:23:38.090,0.080,S-0524,S-0525,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0433,Internal,00:23:40.250,00:23:42.470,2.220,S-0525,S-0526,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0434,Internal,00:23:45.510,00:23:45.830,0.320,S-0526,S-0527,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0435,Internal,00:23:50.290,00:23:50.730,0.440,S-0527,S-0528,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0436,Internal,00:23:53.510,00:23:53.590,0.080,S-0528,S-0529,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0437,Internal,00:23:56.490,00:23:56.570,0.080,S-0529,S-0530,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0438,Internal,00:23:57.710,00:23:57.810,0.100,S-0530,S-0531,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0439,Internal,00:24:06.330,00:24:06.850,0.520,S-0532,S-0533,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0440,Internal,00:24:09.430,00:24:10.240,0.810,S-0533,S-0534,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0441,Internal,00:24:10.880,00:24:11.000,0.120,S-0534,S-0535,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0442,Internal,00:24:11.760,00:24:12.260,0.500,S-0535,S-0536,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0443,Internal,00:24:12.620,00:24:13.140,0.520,S-0536,S-0537,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0444,Internal,00:24:17.680,00:24:18.000,0.320,S-0537,S-0538,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0445,Internal,00:24:20.180,00:24:22.320,2.140,S-0538,S-0539,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0446,Internal,00:24:22.800,00:24:22.860,0.060,S-0539,S-0540,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0447,Internal,00:24:26.900,00:24:28.180,1.280,S-0541,S-0542,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0448,Internal,00:24:31.680,00:24:32.240,0.560,S-0542,S-0543,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0449,Internal,00:24:35.780,00:24:37.760,1.980,S-0543,S-0544,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0450,Internal,00:24:39.700,00:24:40.040,0.340,S-0544,S-0545,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0451,Internal,00:24:42.120,00:24:42.240,0.120,S-0545,S-0546,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0452,Internal,00:24:43.560,00:24:43.940,0.380,S-0546,S-0547,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0453,Internal,00:24:45.040,00:24:45.810,0.770,S-0547,S-0548,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0454,Internal,00:24:49.290,00:24:49.350,0.060,S-0548,S-0549,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0455,Internal,00:24:50.410,00:24:50.790,0.380,S-0549,S-0550,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0456,Internal,00:24:51.790,00:24:52.730,0.940,S-0550,S-0551,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0457,Internal,00:25:01.910,00:25:02.030,0.120,S-0552,S-0553,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0458,Internal,00:25:04.010,00:25:04.670,0.660,S-0553,S-0554,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0459,Internal,00:25:06.690,00:25:06.750,0.060,S-0554,S-0555,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0460,Internal,00:25:07.930,00:25:07.990,0.060,S-0555,S-0556,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0461,Internal,00:25:09.330,00:25:09.650,0.320,S-0556,S-0557,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0462,Internal,00:25:11.790,00:25:12.570,0.780,S-0557,S-0558,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0463,Internal,00:25:13.570,00:25:13.670,0.100,S-0558,S-0559,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0464,Internal,00:25:14.430,00:25:14.650,0.220,S-0559,S-0560,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0465,Internal,00:25:15.490,00:25:15.650,0.160,S-0560,S-0561,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0466,Internal,00:25:16.570,00:25:16.990,0.420,S-0561,S-0562,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0467,Internal,00:25:20.110,00:25:20.670,0.560,S-0563,S-0564,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0468,Internal,00:25:23.150,00:25:23.950,0.800,S-0564,S-0565,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0469,Internal,00:25:26.030,00:25:26.430,0.400,S-0565,S-0566,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0470,Internal,00:25:27.710,00:25:28.110,0.400,S-0566,S-0567,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0471,Internal,00:25:29.570,00:25:29.690,0.120,S-0567,S-0568,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0472,Internal,00:25:30.490,00:25:30.890,0.400,S-0568,S-0569,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0473,Internal,00:25:32.270,00:25:32.510,0.240,S-0569,S-0570,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0474,Internal,00:25:34.010,00:25:34.190,0.180,S-0570,S-0571,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0475,Internal,00:25:35.870,00:25:36.390,0.520,S-0571,S-0572,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0476,Internal,00:25:38.190,00:25:38.270,0.080,S-0572,S-0573,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0477,Internal,00:25:39.810,00:25:40.540,0.730,S-0573,S-0574,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0478,Internal,00:25:40.720,00:25:40.780,0.060,S-0574,S-0575,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0479,Internal,00:25:42.780,00:25:45.640,2.860,S-0575,S-0576,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0480,Internal,00:25:48.280,00:25:48.380,0.100,S-0577,S-0578,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0481,Internal,00:25:51.360,00:25:51.440,0.080,S-0579,S-0580,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0482,Internal,00:25:52.520,00:25:52.580,0.060,S-0580,S-0581,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0483,Internal,00:25:52.960,00:25:52.980,0.020,S-0581,S-0582,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0484,Internal,00:25:54.080,00:25:54.140,0.060,S-0582,S-0583,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0485,Internal,00:25:54.360,00:25:55.200,0.840,S-0583,S-0584,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0486,Internal,00:25:56.080,00:25:57.550,1.470,S-0584,S-0585,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0487,Internal,00:25:59.730,00:25:59.950,0.220,S-0585,S-0586,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0488,Internal,00:26:00.770,00:26:00.850,0.080,S-0586,S-0587,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0489,Internal,00:26:03.210,00:26:03.250,0.040,S-0588,S-0589,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0490,Internal,00:26:08.490,00:26:09.010,0.520,S-0590,S-0591,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0491,Internal,00:26:12.470,00:26:13.010,0.540,S-0591,S-0592,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0492,Internal,00:26:15.090,00:26:15.190,0.100,S-0593,S-0594,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0493,Internal,00:26:16.690,00:26:16.990,0.300,S-0594,S-0595,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0494,Internal,00:26:18.190,00:26:18.330,0.140,S-0595,S-0596,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0495,Internal,00:26:18.830,00:26:18.850,0.020,S-0596,S-0597,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0496,Internal,00:26:19.630,00:26:19.770,0.140,S-0597,S-0598,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0497,Internal,00:26:20.130,00:26:20.390,0.260,S-0598,S-0599,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0498,Internal,00:26:21.340,00:26:21.540,0.200,S-0599,S-0600,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0499,Internal,00:26:24.840,00:26:24.960,0.120,S-0601,S-0602,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0500,Internal,00:26:28.400,00:26:28.480,0.080,S-0603,S-0604,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0501,Internal,00:26:31.840,00:26:32.220,0.380,S-0605,S-0606,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0502,Internal,00:26:34.060,00:26:34.720,0.660,S-0607,S-0608,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0503,Internal,00:26:34.800,00:26:35.080,0.280,S-0608,S-0609,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0504,Internal,00:26:35.600,00:26:35.660,0.060,S-0609,S-0610,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0505,Internal,00:26:36.100,00:26:36.300,0.200,S-0610,S-0611,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0506,Internal,00:26:36.760,00:26:36.940,0.180,S-0611,S-0612,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0507,Internal,00:26:40.160,00:26:40.720,0.560,S-0613,S-0614,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0508,Internal,00:26:41.100,00:26:41.120,0.020,S-0614,S-0615,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0509,Internal,00:26:42.200,00:26:42.260,0.060,S-0615,S-0616,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0510,Internal,00:26:43.140,00:26:43.520,0.380,S-0616,S-0617,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0511,Internal,00:26:44.520,00:26:44.800,0.280,S-0617,S-0618,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0512,Internal,00:26:45.920,00:26:46.220,0.300,S-0618,S-0619,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0513,Internal,00:26:48.240,00:26:48.720,0.480,S-0620,S-0621,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0514,Internal,00:26:52.260,00:26:53.460,1.200,S-0621,S-0622,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0515,Internal,00:26:54.880,00:26:55.280,0.400,S-0622,S-0623,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0516,Internal,00:27:02.760,00:27:02.940,0.180,S-0626,S-0627,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0517,Internal,00:27:04.000,00:27:04.100,0.100,S-0627,S-0628,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0518,Internal,00:27:06.680,00:27:06.720,0.040,S-0629,S-0630,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0519,Internal,00:27:07.920,00:27:08.000,0.080,S-0630,S-0631,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0520,Internal,00:27:08.460,00:27:08.540,0.080,S-0631,S-0632,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0521,Internal,00:27:09.700,00:27:10.120,0.420,S-0632,S-0633,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0522,Internal,00:27:10.540,00:27:10.620,0.080,S-0633,S-0634,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0523,Internal,00:27:12.540,00:27:13.040,0.500,S-0635,S-0636,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0524,Internal,00:27:16.260,00:27:16.380,0.120,S-0637,S-0638,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0525,Internal,00:27:18.240,00:27:18.300,0.060,S-0638,S-0639,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0526,Internal,00:27:21.000,00:27:21.280,0.280,S-0639,S-0640,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0527,Internal,00:27:22.560,00:27:22.660,0.100,S-0640,S-0641,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0528,Internal,00:27:24.260,00:27:24.900,0.640,S-0641,S-0642,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0529,Internal,00:27:28.140,00:27:28.660,0.520,S-0643,S-0644,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0530,Internal,00:27:28.880,00:27:29.570,0.690,S-0644,S-0645,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0531,Internal,00:27:35.970,00:27:36.010,0.040,S-0648,S-0649,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0532,Internal,00:27:38.370,00:27:38.430,0.060,S-0650,S-0651,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0533,Internal,00:27:40.190,00:27:40.510,0.320,S-0651,S-0652,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0534,Internal,00:27:43.830,00:27:43.930,0.100,S-0653,S-0654,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0535,Internal,00:27:45.030,00:27:45.530,0.500,S-0654,S-0655,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0536,Internal,00:27:47.370,00:27:47.450,0.080,S-0655,S-0656,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0537,Internal,00:27:48.070,00:27:48.510,0.440,S-0656,S-0657,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0538,Internal,00:27:50.610,00:27:50.650,0.040,S-0657,S-0658,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0539,Internal,00:27:52.510,00:27:53.470,0.960,S-0658,S-0659,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0540,Internal,00:27:54.890,00:27:54.950,0.060,S-0659,S-0660,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0541,Internal,00:27:55.930,00:27:56.690,0.760,S-0660,S-0661,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0542,Internal,00:28:03.670,00:28:03.790,0.120,S-0662,S-0663,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0543,Internal,00:28:06.410,00:28:07.010,0.600,S-0663,S-0664,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0544,Internal,00:28:08.210,00:28:08.310,0.100,S-0664,S-0665,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0545,Internal,00:28:08.670,00:28:08.790,0.120,S-0665,S-0666,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0546,Internal,00:28:09.930,00:28:10.010,0.080,S-0666,S-0667,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0547,Internal,00:28:10.890,00:28:12.930,2.040,S-0667,S-0668,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0548,Internal,00:28:13.850,00:28:15.180,1.330,S-0668,S-0669,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0549,Internal,00:28:15.680,00:28:15.940,0.260,S-0669,S-0670,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0550,Internal,00:28:16.160,00:28:17.290,1.130,S-0670,S-0671,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
G-0551,Internal,00:28:18.170,00:28:20.170,2.000,S-0671,S-0672,Uncovered by ASR/VAD interval union,,,,,Machine-only; human full-media classification needed
