Segment_ID,Start,End,Speaker,Speaker_Confidence,Speaker_Basis,Machine_HE,Reviewed_HE,Machine_EN,Reviewed_EN,Content_Class,Preliminary_Disposition,Control_IDs,External_Claim_IDs,Reviewer_A,Reviewer_B,Disagreement,Adjudication,Review_Status,Evidence_Link
S-0596,00:26:18.330,00:26:18.830,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לא יודעת,",,"I don't know,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0596
S-0597,00:26:18.850,00:26:19.630,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איזשהו מספר.,,Some number.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0597
S-0598,00:26:19.770,00:26:20.130,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז מה?,,So what?,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0598
S-0599,00:26:20.390,00:26:21.340,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,Okay?,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0599
S-0600,00:26:21.540,00:26:23.020,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז ה-conclusions זה מביא אותך,,So the conclusions bring you,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0600
S-0601,00:26:23.020,00:26:24.840,Unresolved,Unknown,No automatic diarization; human audiovisual review required,עוד שלב לקראת הדברים.,,to another stage regarding these things.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0601
S-0602,00:26:24.960,00:26:26.500,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז אני כן רוצה ש...,,So I do want that...,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0602
S-0603,00:26:26.500,00:26:28.400,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם הם מתארים,",,"If they describe,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0603
S-0604,00:26:28.480,00:26:30.500,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ואם לא אתה תיתן את האינטרפריטציה,,And if you don't give the interpretation,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0604
S-0605,00:26:30.500,00:26:31.840,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"של הריזנקס של ה-conclusions,",,"of the H-reznaks in the conclusions,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0605
S-0606,00:26:32.220,00:26:32.600,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז...,,then...,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0606
S-0607,00:26:32.600,00:26:34.060,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לחבר את זה ל-Iuskis שלנו.,,add it to our Iuskis.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0607
S-0608,00:26:34.720,00:26:34.800,Unresolved,Unknown,No automatic diarization; human audiovisual review required,כן.,,Yes.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0608
S-0609,00:26:35.080,00:26:35.600,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"רגע,",,"Hold on,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0609
S-0610,00:26:35.660,00:26:36.100,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה עוד לא.,,this is not yet.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0610
S-0611,00:26:36.300,00:26:36.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה עוד לא.,,This is not yet.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0611
S-0612,00:26:36.940,00:26:38.520,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ב-conclusions זה מה הם אומרים,,"In the conclusions, what do they say",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0612
S-0613,00:26:38.520,00:26:40.160,Unresolved,Unknown,No automatic diarization; human audiovisual review required,שהם תאמור לנולדג' בייס.,,that you will say it's a leading Bayesian.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0613
S-0614,00:26:40.720,00:26:41.100,Unresolved,Unknown,No automatic diarization; human audiovisual review required,הבנתי.,,I understand.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0614
S-0615,00:26:41.120,00:26:42.200,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואז הסוג השלישי,",,"And then the third type,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0615
S-0616,00:26:42.260,00:26:43.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,זה בדיוק מה שאתה אומר.,,that's exactly what you're saying.,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0616
S-0617,00:26:43.520,00:26:44.520,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בסוג השלישי,",,"In the third type,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0617
S-0618,00:26:44.800,00:26:45.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"של העמודות,",,"of the columns,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0618
S-0619,00:26:46.220,00:26:46.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה בעצם,",,"it's basically,",,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0619
S-0620,00:26:46.700,00:26:48.240,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איך אתה הולך להציג את זה?,,how are you going to present this?,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0620
S-0621,00:26:48.720,00:26:52.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איך זה מתחבר ל-Iuskis שלך?,,How does this connect to your Iuskis?,,Requirement,Control-linked,R-15; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0621
S-0622,00:26:53.460,00:26:54.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"האם יש איזה שם,",,"Is there any name,",,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0622
S-0623,00:26:55.280,00:26:57.520,Unresolved,Unknown,No automatic diarization; human audiovisual review required,צורה שבה אתה רוצה,,format in which you want,,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0623
S-0624,00:26:57.520,00:26:59.480,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לקטלג את העבודות,,to catalog the works,,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0624
S-0625,00:26:59.480,00:27:01.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בצורה מסוימת,",,"in a certain way,",,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0625
S-0626,00:27:01.260,00:27:02.760,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל אלה מדברות על X,",,"all of these speak about X,",,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0626
S-0627,00:27:02.940,00:27:04.000,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כל אלה מדברות על Y,",,"all of these speak about Y,",,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0627
S-0628,00:27:04.100,00:27:05.220,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז ממש יהיה לך עמודה,,so you will really have a column,,Requirement,Control-linked,R-15; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0628
S-0629,00:27:05.220,00:27:06.680,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שהיא קומבו בוקס,",,"that's a combo box,",,Requirement,Control-linked,R-16; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0629
S-0630,00:27:06.720,00:27:07.920,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שאומר מי זה X,",,"who says who is X,",,Requirement,Control-linked,R-16; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0630
S-0631,00:27:08.000,00:27:08.460,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מי זה Y,",,"who is Y,",,Requirement,Control-linked,R-16; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0631
S-0632,00:27:08.540,00:27:09.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ומי זה הדברים האלה.,,and who are these things.,,Requirement,Control-linked,R-16; A-03; Q-04,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0632
S-0633,00:27:10.120,00:27:10.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה בעצם,",,"it's basically,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0633
S-0634,00:27:10.620,00:27:11.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,העמודות האלה יעזרו לך,,these columns will help you,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0634
S-0635,00:27:11.880,00:27:12.540,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לשני דברים.,,with two things.,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0635
S-0636,00:27:13.040,00:27:13.440,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"א',",,"A',",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0636
S-0637,00:27:13.440,00:27:16.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לעשות סקירת ספות,",,"to do a literature review,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0637
S-0638,00:27:16.380,00:27:18.240,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לא לזכור כל עבודה בדפרד,",,"not to remember every work in detail from DPD,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0638
S-0639,00:27:18.300,00:27:21.000,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אלא לפי קבוצות של עבודות,",,"but by groups of works,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0639
S-0640,00:27:21.280,00:27:22.560,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ובטאיק בדיוק מה שאמרת,",,V'betayik恰好你所说的，,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0640
S-0641,00:27:22.660,00:27:24.260,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"להדגים את הגפ,",,"to demonstrate the GPA,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0641
S-0642,00:27:24.900,00:27:26.700,Unresolved,Unknown,No automatic diarization; human audiovisual review required,איך זה קשור לדברים,,how this is related to things,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0642
S-0643,00:27:26.700,00:27:28.140,Unresolved,Unknown,No automatic diarization; human audiovisual review required,של מה שאתה עושה.,,that you are doing.,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0643
S-0644,00:27:28.660,00:27:28.880,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אוקיי?,,okay?,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0644
S-0645,00:27:29.570,00:27:31.710,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז זה תנהל לך איזשהו אקסל,",,"so this will handle some Excel for you,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0645
S-0646,00:27:31.710,00:27:32.750,Unresolved,Unknown,No automatic diarization; human audiovisual review required,האקסל הזה לא ייגמר,,this Excel won't end,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0646
S-0647,00:27:32.750,00:27:33.790,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כשתגיש את העבודה,",,"When you approach the work,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0647
S-0648,00:27:33.790,00:27:35.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"את ההצעה,",,"or the proposal,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0648
S-0649,00:27:36.010,00:27:37.210,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אלא הוא ילווה אותך,,Or he will accompany you,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0649
S-0650,00:27:37.210,00:27:38.370,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לא עורך כל הדוקטורט,",,"not that he will accompany you,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0650
S-0651,00:27:38.430,00:27:40.190,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כי כל הזמן יש עבודות חדשות,",,"for there are always new papers,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0651
S-0652,00:27:40.510,00:27:41.910,Unresolved,Unknown,No automatic diarization; human audiovisual review required,וכל הזמן אתה מגלה עבודות,,and all the time you discover papers,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0652
S-0653,00:27:41.910,00:27:43.830,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"שבהתחלה חשבת שהן לא רלוונטיות,",,"that at first you thought were irrelevant,",,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0653
S-0654,00:27:43.930,00:27:45.030,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ועכשיו הן רלוונטיות.,,but now they are relevant.,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0654
S-0655,00:27:45.530,00:27:47.370,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז שיהיה לך איזשהו אקסל כזה,",,So have some Excel sheet like this.,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0655
S-0656,00:27:47.450,00:27:48.070,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לדבר הזה.,,To this matter.,,Requirement,Control-linked,R-16; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0656
S-0657,00:27:48.510,00:27:50.610,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז מה שאני מציעה לפעם הבאה,",,"So what I suggest for next time,",,Requirement,Control-linked,R-01; R-14; A-01; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0657
S-0658,00:27:50.650,00:27:52.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה באמת לנסח את השאלות,",,"is really to formulate the questions,",,Requirement,Control-linked,R-01; R-14; A-01; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0658
S-0659,00:27:53.470,00:27:54.890,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"את השאלה המרכזית,",,"the central question,",,Requirement,Control-linked,R-01; R-14; A-01; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0659
S-0660,00:27:54.950,00:27:55.930,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואת עתה השאלות,",,"and now the questions,",,Requirement,Control-linked,R-01; R-14; A-01; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0660
S-0661,00:27:56.690,00:28:00.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ולהגדיר איזה עבודות,",,"and define which papers,",,Requirement,Control-linked,R-14; A-02; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0661
S-0662,00:28:00.450,00:28:03.670,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"איזה סוג של related work אתה רוצה לעשות,",,"what type of related work you want to do,",,Requirement,Control-linked,R-14; A-02; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0662
S-0663,00:28:03.790,00:28:06.410,Unresolved,Unknown,No automatic diarization; human audiovisual review required,ושיהיה לך כבר את הטמפלייט של האקסל הזה.,,and already have the template of this Excel sheet.,,Requirement,Control-linked,R-14; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0663
S-0664,00:28:07.010,00:28:08.210,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם יש לך כמה עבודות,",,"If you have a few papers,",,Requirement,Control-linked,R-14; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0664
S-0665,00:28:08.310,00:28:08.670,Unresolved,Unknown,No automatic diarization; human audiovisual review required,מה טוב?,,What's good?,,Requirement,Control-linked,R-14; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0665
S-0666,00:28:08.790,00:28:09.930,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם פחות,",,"If less,",,Requirement,Control-linked,R-14; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0666
S-0667,00:28:10.010,00:28:10.890,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אז פחות.,,Then less.,,Requirement,Control-linked,R-14; A-03,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0667
S-0668,00:28:12.930,00:28:13.850,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן, הבנתי.",,"Yes, I understand.",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0668
S-0669,00:28:15.180,00:28:15.680,Unresolved,Unknown,No automatic diarization; human audiovisual review required,בסדר?,,Is it okay?,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0669
S-0670,00:28:15.940,00:28:16.160,Unresolved,Unknown,No automatic diarization; human audiovisual review required,בסדר.,,Okay.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0670
S-0671,00:28:17.290,00:28:18.170,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כן, בסדר.",,"Yes, okay.",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0671
S-0672,00:28:20.170,00:28:20.850,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ולגבי,",,"And regarding,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0672
S-0673,00:28:20.970,00:28:21.370,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"בואו נגיד,",,"Let's say,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0673
S-0674,00:28:21.430,00:28:22.510,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה אנחנו עכשיו עושים,",,"This is what we're doing now,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0674
S-0675,00:28:22.590,00:28:23.570,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"מבחינת שבוע הבא,",,"For next week,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0675
S-0676,00:28:24.170,00:28:25.490,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"וכך אנחנו נמשיך,",,"And so we'll continue,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0676
S-0677,00:28:25.850,00:28:27.770,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עד שיהיה לנו הכל מוכן,",,"Until everything is ready,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0677
S-0678,00:28:27.770,00:28:28.990,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"ואז אנחנו נגיש את הכל,",,"Then we'll make it all available,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0678
S-0679,00:28:29.550,00:28:31.110,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"עד תחילת אוקטובר,",,"Until the beginning of October,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0679
S-0680,00:28:31.230,00:28:31.450,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו,",,"As if,",,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0680
S-0681,00:28:31.730,00:28:32.610,Unresolved,Unknown,No automatic diarization; human audiovisual review required,לפני אפילו אוקטובר.,,Even before October.,,Requirement,Control-linked,R-18; A-13,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0681
S-0682,00:28:32.650,00:28:34.310,Unresolved,Unknown,No automatic diarization; human audiovisual review required,אני מקווה שסוף סוף סוף סדר.,,I hope finally everything will be in order.,,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0682
S-0683,00:28:35.230,00:28:37.570,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אבל מה המגבלות שלנו מבחינת הדאטה,",,"But what are our limitations regarding the data,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0683
S-0684,00:28:37.650,00:28:37.950,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"כאילו,",,"sort of,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0684
S-0685,00:28:38.430,00:28:40.530,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אם אנחנו עכשיו רוצים להכניס,",,"if we now want to introduce,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0685
S-0686,00:28:40.690,00:28:41.650,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"איזשהו ויג או איי,",,"some VIG or II,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0686
S-0687,00:28:41.890,00:28:43.390,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"או את הארכיטקטורה עצמה,",,"or the architecture itself,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0687
S-0688,00:28:43.390,00:28:44.970,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"לתוך העולם הרפואי,",,"into the medical world,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0688
S-0689,00:28:45.550,00:28:46.990,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"אז מבחינת דאטה,",,"then regarding data,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0689
S-0690,00:28:47.210,00:28:48.910,Unresolved,Unknown,No automatic diarization; human audiovisual review required,"זה גם יכול להיות מגבלה,",,"this could also be a limitation,",,Context,Human-review-needed,,,,,,,Machine-only; human review needed,./2026-07-29-iris-supervisor-bilingual-transcript.he-en.md#s-0690
